INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	INCHIKEY	IUPAC_NAME	SMILES	QSAR_READY_SMILES
carbarsone	Approved Name	DTXSID4020246	Carbarsone	121-59-5	WWXBHTZSYYGCSG-UHFFFAOYSA-N	[4-(Carbamoylamino)phenyl]arsonic acid	NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O	-
carbenoxolone	Approved Name	DTXSID4022733	Carbenoxolone	5697-56-3	OBZHEBDUNPOCJG-WBXJDKIVSA-N	(3beta)-3-[(3-Carboxypropanoyl)oxy]-11-oxoolean-12-en-30-oic acid	CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O	CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC(=O)CCC(O)=O
carbimazole	Approved Name	DTXSID9022736	Carbimazole	22232-54-8	CFOYWRHIYXMDOT-UHFFFAOYSA-N	Ethyl 3-methyl-2-sulfanylidene-2,3-dihydro-1H-imidazole-1-carboxylate	CCOC(=O)N1C=CN(C)C1=S	CCOC(=O)N1C=CN(C)C1=S
carbinoxamine	Approved Name	DTXSID4022737	Carbinoxamine	486-16-8	OJFSXZCBGQGRNV-UHFFFAOYSA-N	2-[(4-Chlorophenyl)(pyridin-2-yl)methoxy]-N,N-dimethylethan-1-amine	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
carcinine	Approved Name	DTXSID90205421	Carcinine	56897-53-1	ANRUJJLGVODXIK-UHFFFAOYSA-N	N-[2-(1H-Imidazol-5-yl)ethyl]-beta-alaninamide	NCCC(=O)NCCC1=CN=CN1	NCCC(=O)NCCC1=CN=CN1
carisoprodol	Approved Name	DTXSID8024733	Carisoprodol	78-44-4	OFZCIYFFPZCNJE-UHFFFAOYSA-N	2-[(Carbamoyloxy)methyl]-2-methylpentyl propan-2-ylcarbamate (non-preferred name)	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
carmustine	Approved Name	DTXSID8022743	Carmustine	154-93-8	DLGOEMSEDOSKAD-UHFFFAOYSA-N	N,N'-Bis(2-chloroethyl)-N-nitrosourea	ClCCNC(=O)N(CCCl)N=O	ClCCNC(=O)N(CCCl)N=O
carteolol	Approved Name	DTXSID3022746	Carteolol	51781-06-7	LWAFSWPYPHEXKX-UHFFFAOYSA-N	5-[3-(tert-Butylamino)-2-hydroxypropoxy]-3,4-dihydroquinolin-2(1H)-one	CC(C)(C)NCC(O)COC1=C2CCC(=O)NC2=CC=C1	CC(C)(C)NCC(O)COC1=C2CCC(=O)NC2=CC=C1
cefaclor	Approved Name	DTXSID3022748	Cefaclor	53994-73-3	QYIYFLOTGYLRGG-GPCCPHFNSA-N	(6R,7R)-7-{[(2R)-2-Amino-2-phenylacetyl]amino}-3-chloro-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1	NC(C(=O)NC1C2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
cefadroxil	Approved Name	DTXSID8022749	Cefadroxil	50370-12-2	BOEGTKLJZSQCCD-UEKVPHQBSA-N	(6R,7R)-7-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=C(O)C=C1)C2=O)C(O)=O	CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=C(O)C=C1)C2=O)C(O)=O
cefalexin	Synonym from Valid Source	DTXSID9022780	Cephalexin	15686-71-2	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N	(6R,7R)-7-{[(2R)-2-Amino-2-phenylacetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O	CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=CC=C1)C2=O)C(O)=O
cefalonium	Approved Name	DTXSID5045388	Cefalonium	5575-21-3	FMZXNVLFJHCSAF-DNVCBOLYSA-N	(6R,7R)-3-[(4-Carbamoylpyridin-1-ium-1-yl)methyl]-8-oxo-7-[2-(thiophen-2-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)CC2=CC=CS2)C3=O)C([O-])=O)C=C1	NC(=O)C1=CC=[N+](CC2=C(N3C(SC2)C(NC(=O)CC2=CC=CS2)C3=O)C(O)=O)C=C1
cefalotin	Synonym from Valid Source	DTXSID4022783	Cephalothin	153-61-7	XIURVHNZVLADCM-IUODEOHRSA-N	(6R,7R)-3-[(Acetyloxy)methyl]-8-oxo-7-[2-(thiophen-2-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C(O)=O	CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC1=CC=CS1)C2=O)C(O)=O
cefamandole	Approved Name	DTXSID7022750	Cefamandole	34444-01-4	OLVCFLKTBJRLHI-AXAPSJFSSA-N	(6R,7R)-7-{[(2R)-2-Hydroxy-2-phenylacetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)C1=CC=CC=C1)C2=O)C(O)=O	CN1N=NN=C1SCC1=C(N2C(SC1)C(NC(=O)C(O)C1=CC=CC=C1)C2=O)C(O)=O
cefapirin	Synonym from Valid Source	DTXSID9022784	Cephapirin	21593-23-7	UQLLWWBDSUHNEB-CZUORRHYSA-N	(6R,7R)-3-[(Acetyloxy)methyl]-8-oxo-7-{2-[(pyridin-4-yl)sulfanyl]acetamido}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C(O)=O	CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CSC1=CC=NC=C1)C2=O)C(O)=O
cefazolin	Approved Name	DTXSID2022753	Cefazolin	25953-19-9	MLYYVTUWGNIJIB-BXKDBHETSA-N	(6R,7R)-3-{[(5-Methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[2-(1H-tetrazol-1-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=NN=N2)C3=O)C(O)=O)S1	CC1=NN=C(SCC2=C(N3C(SC2)C(NC(=O)CN2C=NN=N2)C3=O)C(O)=O)S1
cefepime	Approved Name	DTXSID70873208	Cefepime	88040-23-7	HVFLCNVBZFFHBT-ZKDACBOMSA-N	(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	[H][C@]12SCC(C[N+]3(C)CCCC3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O	CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1
cefixime	Approved Name	DTXSID7022754	Cefixime	79350-37-1	OKBVVJOGVLARMR-VINNURBNSA-N	(6R,7R)-7-{2-(2-Amino-1,3-thiazol-4-yl)[(carboxymethoxy)imino]acetamido}-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	NC1=NC(=CS1)C(=NOCC(O)=O)C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O	Nc1nc(cs1)C(=N/OCC(O)=O)\C(=O)NC1C2SCC(C=C)=C(N2C1=O)C(O)=O
cefmetazole	Approved Name	DTXSID7022756	Cefmetazole	56796-20-4	SNBUBQHDYVFSQF-HIFRSBDPSA-N	(6R,7S)-7-{2-[(Cyanomethyl)sulfanyl]acetamido}-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O	COC1(NC(=O)CSCC#N)C2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
cefoperazone	Approved Name	DTXSID2022759	Cefoperazone	62893-19-0	GCFBRXLSHGKWDP-XCGNWRKASA-N	(6R,7R)-7-{[(2R)-2-[(4-Ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O	CCN1CCN(C(=O)NC(C(=O)NC2C3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O
ceforanide	Approved Name	DTXSID1022760	Ceforanide	60925-61-3	SLAYUXIURFNXPG-CRAIPNDOSA-N	(6R,7R)-7-{2-[2-(Aminomethyl)phenyl]acetamido}-3-({[1-(carboxymethyl)-1H-tetrazol-5-yl]sulfanyl}methyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	NCC1=CC=CC=C1CC(=O)N[C@H]1[C@H]2SCC(CSC3=NN=NN3CC(O)=O)=C(N2C1=O)C(O)=O	NCC1=C(CC(=O)NC2C3SCC(CSC4=NN=NN4CC(O)=O)=C(N3C2=O)C(O)=O)C=CC=C1
cefotaxime	Approved Name	DTXSID6022761	Cefotaxime	63527-52-6	GPRBEKHLDVQUJE-VINNURBNSA-N	(6R,7R)-3-[(Acetyloxy)methyl]-7-{[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1	CO\N=C(\C(=O)NC1C2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1
cefotetan	Approved Name	DTXSID1022762	Cefotetan	69712-56-7	SRZNHPXWXCNNDU-IXOPCIAXSA-N	(6R,7S)-7-{[4-(2-Amino-1-carboxy-2-oxoethylidene)-1,3-dithietane-2-carbonyl]amino}-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O	COC1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
cefotiam	Approved Name	DTXSID6022763	Cefotiam	61622-34-2	QYQDKDWGWDOFFU-IUODEOHRSA-N	(6R,7R)-7-[2-(2-Amino-1,3-thiazol-4-yl)acetamido]-3-[({1-[2-(dimethylamino)ethyl]-1H-tetrazol-5-yl}sulfanyl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CN(C)CCN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O	CN(C)CCN1N=NN=C1SCC1=C(N2C(SC1)C(NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O
cefoxitin	Approved Name	DTXSID1022764	Cefoxitin	35607-66-0	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N	(6R,7S)-3-[(Carbamoyloxy)methyl]-7-methoxy-8-oxo-7-[2-(thiophen-2-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CO[C@]1(NC(=O)CC2=CC=CS2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O	COC1(NC(=O)CC2=CC=CS2)C2SCC(COC(N)=O)=C(N2C1=O)C(O)=O
cefsulodin	Approved Name	DTXSID6022769	Cefsulodin	62587-73-9	SYLKGLMBLAAGSC-IKZMBGHXSA-N	(6R,7R)-3-[(4-Carbamoylpyridin-1-ium-1-yl)methyl]-8-oxo-7-[2-phenyl(sulfo)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)C(C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1	NC(=O)C1=CC=[N+](CC2=C(N3C(SC2)C(NC(=O)C(C2=CC=CC=C2)S(O)(=O)=O)C3=O)C(O)=O)C=C1
ceftazidime	Approved Name	DTXSID5022770	Ceftazidime	72558-82-8	ORFOPKXBNMVMKC-DWVKKRMSSA-N	(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-{[(2-carboxypropan-2-yl)oxy]imino}acetyl]amino}-8-oxo-3-[(pyridin-1-ium-1-yl)methyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3=CC=CC=C3)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1)C(O)=O	CC(C)(O\N=C(/C(=O)NC1C2SCC(C[N+]3=CC=CC=C3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1)C(O)=O
cefuroxime	Approved Name	DTXSID5022774	Cefuroxime	55268-75-2	JFPVXVDWJQMJEE-QMTHXVAHSA-N	(6R,7R)-3-[(Carbamoyloxy)methyl]-7-[2-(furan-2-yl)(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CON=C(C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CC=CO1	CON=C(C(=O)NC1C2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CC=CO1
celastrol	Approved Name	DTXSID2040993	Celastrol	34157-83-0	KQJSQWZMSAGSHN-JJWQIEBTSA-N	(2R,4aS,6aS,12bR,14aS,14bR)-10-Hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydropicene-2-carboxylic acid	CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@@](C)(CC[C@]3(C)CC[C@]12C)C(O)=O	CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(CCC3(C)CCC12C)C(O)=O
celecoxib	Approved Name	DTXSID0022777	Celecoxib	169590-42-5	RZEKVGVHFLEQIL-UHFFFAOYSA-N	4-[5-(4-Methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]benzene-1-sulfonamide	CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F	CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
cephaeline	NO_MATCH	-	-	-	-	-	-	-
cetirizine	Approved Name	DTXSID4022787	Cetirizine	83881-51-0	ZKLPARSLTMPFCP-UHFFFAOYSA-N	(2-{4-[(4-Chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
chenodeoxycholic acid	Approved Name	DTXSID2020260	Chenodeoxycholic acid	474-25-9	RUDATBOHQWOJDD-BSWAIDMHSA-N	(3alpha,5beta,7alpha)-3,7-Dihydroxycholan-24-oic acid	C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
chlorambucil	Approved Name	DTXSID7020263	Chlorambucil	305-03-3	JCKYGMPEJWAADB-UHFFFAOYSA-N	4-{4-[Bis(2-chloroethyl)amino]phenyl}butanoic acid	OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl	OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
chloramphenicol	Approved Name	DTXSID7020265	Chloramphenicol	56-75-7	WIIZWVCIJKGZOK-RKDXNWHRSA-N	2,2-Dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide	OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O	OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O
chlorcyclizine	Approved Name	DTXSID9048011	Chlorcyclizine	82-93-9	WFNAKBGANONZEQ-UHFFFAOYSA-N	1-[(4-Chlorophenyl)(phenyl)methyl]-4-methylpiperazine	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
chlorhexidine	Approved Name	DTXSID2033314	Chlorhexidine	55-56-1	GHXZTYHSJHQHIJ-UHFFFAOYSA-N	N,N''''-Hexane-1,6-diylbis[N'-(4-chlorophenyl)triimidodicarbonic diamide]	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
chlormezanone	Approved Name	DTXSID3022798	Chlormezanone	80-77-3	WEQAYVWKMWHEJO-UHFFFAOYSA-N	2-(4-Chlorophenyl)-3-methyl-1lambda~6~,3-thiazinane-1,1,4-trione	CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O	CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
chlorogenic acid	Approved Name	DTXSID3024786	Chlorogenic acid	327-97-9	CWVRJTMFETXNAD-NCZKRNLISA-N	(1S,3R,4R,5R)-3-{[3-(3,4-Dihydroxyphenyl)prop-2-enoyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylic acid	O[C@@H]1C[C@](O)(C[C@@H](OC(=O)C=CC2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O	OC1CC(O)(CC(OC(=O)\C=C/C2=CC(O)=C(O)C=C2)C1O)C(O)=O
chloropyramine	Integrated Source Name	DTXSID50207729	Chloropyramine [INN:BAN:DCF]	59-32-5	ICKFFNBDFNZJSX-UHFFFAOYSA-N	N~1~-[(4-Chlorophenyl)methyl]-N~2~,N~2~-dimethyl-N~1~-(pyridin-2-yl)ethane-1,2-diamine	CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1	CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1
chloropyrazine	Integrated Source Name	DTXSID0065779	Pyrazine, chloro-	14508-49-7	GELVZYOEQVJIRR-UHFFFAOYSA-N	2-Chloropyrazine	ClC1=NC=CN=C1	ClC1=NC=CN=C1
chloroquine	Approved Name	DTXSID2040446	Chloroquine	54-05-7	WHTVZRBIWZFKQO-UHFFFAOYSA-N	N~4~-(7-Chloroquinolin-4-yl)-N~1~,N~1~-diethylpentane-1,4-diamine	CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1	CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
chlorphenamine	Synonym from Valid Source	DTXSID0022804	Chlorpheniramine	132-22-9	SOYKEARSMXGVTM-UHFFFAOYSA-N	3-(4-Chlorophenyl)-N,N-dimethyl-3-(pyridin-2-yl)propan-1-amine	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1
chlorphenesin	Approved Name	DTXSID0049028	Chlorphenesin	104-29-0	MXOAEAUPQDYUQM-UHFFFAOYSA-N	3-(4-Chlorophenoxy)propane-1,2-diol	OCC(O)COC1=CC=C(Cl)C=C1	OCC(O)COC1=CC=C(Cl)C=C1
chlorpromazine	Approved Name	DTXSID0022808	Chlorpromazine	50-53-3	ZPEIMTDSQAKGNT-UHFFFAOYSA-N	3-(2-Chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine	CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2	CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
chlorpropamide	Approved Name	DTXSID9020322	Chlorpropamide	94-20-2	RKWGIWYCVPQPMF-UHFFFAOYSA-N	4-Chloro-N-(propylcarbamoyl)benzene-1-sulfonamide	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
chlorprothixene	Approved Name	DTXSID4022810	Chlorprothixene	113-59-7	WSPOMRSOLSGNFJ-VGOFMYFVSA-N	(3E)-3-(2-Chloro-9H-thioxanthen-9-ylidene)-N,N-dimethylpropan-1-amine	CN(C)CC\C=C1/C2=CC=CC=C2SC2=C1C=C(Cl)C=C2	CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12
chlortalidone	Synonym from Valid Source	DTXSID4022812	Chlorthalidone	77-36-1	JIVPVXMEBJLZRO-UHFFFAOYSA-N	2-Chloro-5-(1-hydroxy-3-oxo-2,3-dihydro-1H-isoindol-1-yl)benzene-1-sulfonamide	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
chlortetracycline	Approved Name	DTXSID9022811	Chlortetracycline	57-62-5	CYDMQBQPVICBEU-XRNKAMNCSA-N	(4S,4aS,5aS,6S,12aS)-7-Chloro-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O	CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(O)C=CC(Cl)=C1C3(C)O
chlorzoxazone	Approved Name	DTXSID9022813	Chlorzoxazone	95-25-0	TZFWDZFKRBELIQ-UHFFFAOYSA-N	5-Chloro-1,3-benzoxazol-2(3H)-one	ClC1=CC=C2OC(=O)NC2=C1	ClC1=CC=C2OC(=O)NC2=C1
chrysin	Approved Name	DTXSID1022396	Chrysin	480-40-0	RTIXKCRFFJGDFG-UHFFFAOYSA-N	5,7-Dihydroxy-2-phenyl-4H-1-benzopyran-4-one	OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1	OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1
ciclacillin	Synonym from Valid Source	DTXSID9022861	Cyclacillin	3485-14-1	HGBLNBBNRORJKI-WCABBAIRSA-N	(2S,5R,6R)-6-[(1-Aminocyclohexane-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O	CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(O)=O
cicloheximide	Synonym from Valid Source	DTXSID6024882	Cycloheximide	66-81-9	YPHMISFOHDHNIV-FSZOTQKASA-N	4-{(2R)-2-[(1S,3S,5S)-3,5-Dimethyl-2-oxocyclohexyl]-2-hydroxyethyl}piperidine-2,6-dione	C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1	CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1
ciclopirox	Approved Name	DTXSID9048564	Ciclopirox	29342-05-0	SCKYRAXSEDYPSA-UHFFFAOYSA-N	6-Cyclohexyl-1-hydroxy-4-methylpyridin-2(1H)-one	CC1=CC(=O)N(O)C(=C1)C1CCCCC1	CC1=CC(=O)N(O)C(=C1)C1CCCCC1
ciclosporin	Synonym from Valid Source	DTXSID0020365	Cyclosporin A	59865-13-3	PMATZTZNYRCHOR-CGLBZJNRSA-N	(3S,6S,9S,12R,15S,18S,21S,24S,30S,33S)-30-Ethyl-33-[(1R,2R,4E)-1-hydroxy-2-methylhex-4-en-1-yl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecaazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C	CCC1NC(=O)C(C(O)C(C)C\C=C/C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
cimetidine	Approved Name	DTXSID4020329	Cimetidine	51481-61-9	AQIXAKUUQRKLND-UHFFFAOYSA-N	N''-Cyano-N-methyl-N'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl}ethyl)guanidine	CN\C(NCCSCC1=C(C)NC=N1)=N/C#N	CN\C(NCCSCC1=C(C)NC=N1)=N/C#N
cinchocaine	Synonym from Valid Source	DTXSID3045271	Dibucaine	85-79-0	PUFQVTATUTYEAL-UHFFFAOYSA-N	2-Butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide	CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1	CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1
